FISCAL_YEAR,sys_sch,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,direct_cert_perc,K12_POVERTY_STUDENT_CT,K12_STUDENT_COUNT
2023,6105050,610,Berrien County,5050,Berrien Primary School,43,290,674
2023,611103,611,Bibb County,103,Skyview Elementary School,42.79999924,177,414
2023,611104,611,Bibb County,104,Burdell Elementary School,76.80000305,317,413
2023,611105,611,Bibb County,105,Howard High School,35.90000153,386,1076
2023,611108,611,Bibb County,108,Ballard Hudson Middle School,78.40000153,583,744
2023,611109,611,Bibb County,109,Bruce Elementary School,82.30000305,331,402
2023,611186,611,Bibb County,186,Central High School,47,397,844
2023,611198,611,Bibb County,198,Westside High School,53.40000153,547,1025
2023,611203,611,Bibb County,203,Vineville Academy,43.29999924,193,446
2023,611204,611,Bibb County,204,Rutland High School,35.20000076,319,907
2023,611205,611,Bibb County,205,Howard Middle School,46.59999847,462,992
2023,611286,611,Bibb County,286,Northeast High School,54.90000153,407,742
2023,611298,611,Bibb County,298,Miller Magnet Middle School,51.29999924,300,585
2023,611305,611,Bibb County,305,Rutland Middle School,47.20000076,383,812
2023,611307,611,Bibb County,307,Price Academy,100,13,13
2023,611383,611,Bibb County,383,Williams Elementary School,82.69999695,258,312
2023,611386,611,Bibb County,386,Southwest High School,67,536,800
2023,611405,611,Bibb County,405,Rosa Taylor Elementary School,59.40000153,309,520
2023,611505,611,Bibb County,505,Weaver Middle School,64.09999847,583,909
2023,611605,611,Bibb County,605,Heritage Elementary School,44.90000153,230,512
2023,611705,611,Bibb County,705,Union Elementary School,80,363,454
2023,6111050,611,Bibb County,1050,Alexander II Magnet School,43.40000153,203,468
2023,6111054,611,Bibb County,1054,Bernd Elementary School,71.30000305,273,383
2023,6111067,611,Bibb County,1067,Porter Elementary School,40.29999924,151,375
2023,6111105,611,Bibb County,1105,Springdale Elementary School,28.70000076,139,485
2023,6111205,611,Bibb County,1205,Carter Elementary School,44.29999924,191,431
2023,6111305,611,Bibb County,1305,Lane Elementary School,59.29999924,242,408
2023,6111306,611,Bibb County,1306,Martin Luther King Jr Elementary School,77.90000153,447,574
2023,6111307,611,Bibb County,1307,Southfield Elementary School,78.90000153,539,683
2023,6111309,611,Bibb County,1309,Veterans Elementary School,75.80000305,500,660
2023,6111310,611,Bibb County,1310,John Robert Lewis Elementary School,81.5,552,677
2023,6111311,611,Bibb County,1311,VIP Academy (Virtual),53.59999847,248,463
2023,6112060,611,Bibb County,2060,Hartley Elementary School,86,345,401
2023,6113060,611,Bibb County,3060,Heard Elementary School,40,197,493
2023,6113067,611,Bibb County,3067,Ingram/Pye Elementary School,88.80000305,371,418
2023,6115050,611,Bibb County,5050,Appling Middle School,69.09999847,448,648
2023,612105,612,Bleckley County,105,Bleckley County High School,19.70000076,132,671
2023,612112,612,Bleckley County,112,Bleckley Middle School,31.39999962,177,563
2023,612115,612,Bleckley County,115,Bleckley County Success Academy,66,35,53
2023,612197,612,Bleckley County,197,Bleckley County Elementary School,35.20000076,195,554
2023,6121050,612,Bleckley County,1050,Bleckley County Primary School,36.40000153,220,605
2023,613101,613,Brantley County,101,Waynesville Primary School,55.20000076,207,375
2023,613110,613,Brantley County,110,Atkinson Elementary School,48.79999924,126,258
2023,613194,613,Brantley County,194,Brantley County Middle School,36.79999924,195,530
2023,613294,613,Brantley County,294,Nahunta Elementary School,36.79999924,102,277
2023,6131050,613,Brantley County,1050,Brantley County High School,27.10000038,244,902
2023,6132050,613,Brantley County,2050,Hoboken Elementary School,35.40000153,168,475
2023,6133050,613,Brantley County,3050,Nahunta Primary School,43.59999847,163,374
2023,614110,614,Brooks County,110,Brooks County High School,42.59999847,234,549
2023,614193,614,Brooks County,193,Quitman Elementary School,59,340,576
2023,614197,614,Brooks County,197,Brooks County Middle School,59.09999847,275,465
2023,614393,614,Brooks County,393,North Brooks Elementary School,53.20000076,192,361
2023,614394,614,Brooks County,394,Delta Innovative School,47.70000076,42,88
2023,615101,615,Bryan County,101,Dr. George Washington Carver Elementary School,13.60000038,95,697
2023,615182,615,Bryan County,182,Richmond Hill High School,6.800000191,167,2454
2023,615199,615,Bryan County,199,Richmond Hill Middle School,8.899999619,168,1897
2023,615202,615,Bryan County,202,Richmond Hill Primary School,18.79999924,118,629
2023,615286,615,Bryan County,286,Bryan County Elementary School,34.40000153,305,887
2023,615302,615,Bryan County,302,Richmond Hill Elementary School,15.5,105,677
2023,615402,615,Bryan County,402,Bryan County Middle School,33.5,134,400
2023,615502,615,Bryan County,502,Bryan County High School,26.29999924,160,608
2023,615503,615,Bryan County,503,McAllister Elementary School,2,17,845
2023,615504,615,Bryan County,504,Frances Meeks Elementary School,4.400000095,34,768
2023,616100,616,Bulloch County,100,Mill Creek Elementary School,54.40000153,291,535
2023,616107,616,Bulloch County,107,Nevils Elementary School,23.10000038,101,437
2023,616198,616,Bulloch County,198,William James Middle School,42.90000153,249,580
2023,616199,616,Bulloch County,199,Langston Chapel Elementary School,62.70000076,365,582
2023,616200,616,Bulloch County,200,Brooklet Elementary School,18.60000038,147,789
2023,616203,616,Bulloch County,203,Southeast Bulloch High School,18.29999924,207,1134
2023,616299,616,Bulloch County,299,Langston Chapel Middle School,53.09999847,404,761
2023,616300,616,Bulloch County,300,Southeast Bulloch Middle School,21.79999924,181,829
2023,616399,616,Bulloch County,399,Portal Elementary School,48.40000153,185,382
2023,6162050,616,Bulloch County,2050,Julia P. Bryant Elementary School,38.29999924,250,653
2023,6162054,616,Bulloch County,2054,Statesboro High School,38.09999847,662,1738
2023,6163054,616,Bulloch County,3054,Stilson Elementary School,37,148,400
2023,6164052,616,Bulloch County,4052,Portal Middle/High School,35,180,515
2023,6165050,616,Bulloch County,5050,Mattie Lively Elementary School,53.79999924,276,513
2023,6165054,616,Bulloch County,5054,Sallie Zetterower Elementary School,51.59999847,357,692
2023,617104,617,Burke County,104,Blakeney Elementary,52.79999924,371,703
2023,617188,617,Burke County,188,Burke County Middle School,52,459,882
2023,617196,617,Burke County,196,S G A Elementary School,50.40000153,123,244
2023,617288,617,Burke County,288,Burke County High School,36.40000153,426,1170
2023,6172056,617,Burke County,2056,Waynesboro Primary School,60,446,743
2023,618100,618,Butts County,100,Henderson Middle School,37.90000153,291,767
2023,618104,618,Butts County,104,Hampton L. Daughtry Elementary School,46.59999847,230,494
2023,618108,618,Butts County,108,Stark Elementary School,42.29999924,245,579
2023,618111,618,Butts County,111,Jackson Elementary School,53.70000076,263,490
2023,618190,618,Butts County,190,Jackson High School,33.40000153,357,1070
2023,619113,619,Calhoun County,113,Calhoun County High School,57.70000076,94,163
2023,619179,619,Calhoun County,179,Calhoun County Elementary School,72.09999847,137,190
2023,619213,619,Calhoun County,213,Calhoun County Middle School,73.5,72,98
2023,620100,620,Camden County,100,Mamie Lou Gross Elementary School,33.70000076,141,419
2023,620105,620,Camden County,105,Saint Marys Middle School,20.89999962,220,1052
2023,620110,620,Camden County,110,Saint Marys Elementary School,27,152,562
2023,620182,620,Camden County,182,Camden Middle School,24,271,1127
2023,620187,620,Camden County,187,Crooked River Elementary School,18,107,596
2023,620189,620,Camden County,189,Matilda Harris Elementary School,17.5,110,627
2023,620192,620,Camden County,192,Woodbine Elementary School,22.89999962,72,314
2023,620193,620,Camden County,193,Kingsland Elementary School,25.89999962,90,348
2023,620195,620,Camden County,195,David L Rainer Elementary School,23.10000038,110,477
2023,620197,620,Camden County,197,Sugarmill Elementary,16.79999924,105,624
2023,620295,620,Camden County,295,Camden County High School,15.39999962,412,2673
2023,620495,620,Camden County,495,Mary Lee Clark Elementary School,24.39999962,103,422
2023,621101,621,Candler County,101,Metter High School ,35.20000076,172,488
2023,621102,621,Candler County,102,Metter Middle School,44.40000153,230,518
2023,621302,621,Candler County,302,Metter Elementary School,52.59999847,481,914
2023,621303,621,Candler County,303,Metter College and Career Academy,48.09999847,74,154
2023,622100,622,Carroll County,100,Sharp Creek Elementary School,49.09999847,248,505
2023,622101,622,Carroll County,101,Bowdon Middle School,34.79999924,98,282
2023,622102,622,Carroll County,102,Temple Middle School,34.59999847,215,621
2023,622112,622,Carroll County,112,KidsPeace,80,36,45
2023,622115,622,Carroll County,115,Providence Elementary School,28.5,144,506
2023,622176,622,Carroll County,176,Mount Zion Elementary School,43.29999924,271,626
2023,622177,622,Carroll County,177,Central Middle School,25.60000038,248,967
2023,622189,622,Carroll County,189,Temple High School,28.20000076,210,746
2023,622198,622,Carroll County,198,Bay Springs Middle School,29.10000038,271,930
2023,622208,622,Carroll County,208,Mt. Zion Middle School ,38.90000153,131,337
2023,622212,622,Carroll County,212,Mt. Zion High School,34.90000153,164,470
2023,622305,622,Carroll County,305,Villa Rica Middle,36.90000153,171,464
2023,622377,622,Carroll County,377,Roopville Elementary School,30.29999924,116,383
2023,622405,622,Carroll County,405,Ithica Elementary ,22.60000038,170,751
2023,622477,622,Carroll County,477,Whitesburg Elementary School,36.59999847,168,459
2023,622605,622,Carroll County,605,Glanton-Hindsman Elementary,39.70000076,259,652
2023,622705,622,Carroll County,705,Villa Rica Elementary School,39.09999847,157,402
2023,6221054,622,Carroll County,1054,Temple Elementary School,40.40000153,247,612
2023,6222050,622,Carroll County,2050,Bowdon Elementary School,37.90000153,231,610
2023,6222052,622,Carroll County,2052,Central High School,21.10000038,270,1280
2023,6223050,622,Carroll County,3050,Bowdon High School,31.70000076,123,388
2023,6225050,622,Carroll County,5050,Central Elementary School,24.29999924,214,879
2023,6225052,622,Carroll County,5052,Sand Hill Elementary School,32.5,210,646
2023,6225054,622,Carroll County,5054,Villa Rica High School,26.20000076,474,1807
2023,623100,623,Catoosa County,100,Ringgold Primary School,23.5,105,447
2023,623102,623,Catoosa County,102,Battlefield Primary,29.29999924,125,426
2023,623103,623,Catoosa County,103,Battlefield Elementary School,24,103,429
2023,623105,623,Catoosa County,105,Woodstation Elementary School,21.29999924,77,362
2023,623109,623,Catoosa County,109,Heritage High School,9.600000381,119,1242
2023,623185,623,Catoosa County,185,Tiger Creek Elementary School,32,140,437
2023,623205,623,Catoosa County,205,Heritage Middle School,16.20000076,143,882
2023,6231050,623,Catoosa County,1050,Boynton Elementary School,19.29999924,112,580
2023,6231052,623,Catoosa County,1052,Lakeview-Fort Oglethorpe High School,29.89999962,306,1023
2023,6231054,623,Catoosa County,1054,West Side Elementary School,41.59999847,193,464
2023,6232552,623,Catoosa County,2552,Lakeview Middle School,33.59999847,232,690
2023,6233050,623,Catoosa County,3050,Cloud Springs Elementary School,48.40000153,135,279
2023,6233052,623,Catoosa County,3052,Ringgold Elementary School,20.89999962,92,441
2023,6234052,623,Catoosa County,4052,Ringgold High School,18.20000076,192,1053
2023,6235050,623,Catoosa County,5050,Graysville Elementary School,18.10000038,107,591
2023,6235052,623,Catoosa County,5052,Ringgold Middle School,21.79999924,167,765
2023,624112,624,Charlton County,112,Bethune Middle School,35.90000153,202,563
2023,624199,624,Charlton County,199,Folkston Elementary School,41.90000153,167,399
2023,624287,624,Charlton County,287,Charlton County High School,29.39999962,133,452
2023,6244050,624,Charlton County,4050,St. George Elementary School,21.79999924,39,179
2023,625101,625,Savannah-Chatham County,101,Johnson High School,46.29999924,366,790
2023,625107,625,Savannah-Chatham County,107,UHS of Savannah Coastal Harbor Treatment Center,100,56,56
2023,625109,625,Savannah-Chatham County,109,Coastal Empire Montessori Charter School,30.89999962,72,233
2023,625115,625,Savannah-Chatham County,115,Woodville-Tompkins Technical and Career High School,19.89999962,133,667
2023,625116,625,Savannah-Chatham County,116,Pulaski Elementary SChool,28.20000076,157,557
2023,625117,625,Savannah-Chatham County,117,New Hampstead High School,26,374,1436
2023,625118,625,Savannah-Chatham County,118,Oglethorpe Charter School,49.79999924,301,605
2023,625124,625,Savannah-Chatham County,124,The STEM Academy at Bartlett,20.10000038,135,671
2023,625125,625,Savannah-Chatham County,125,Tybee Island Maritime Academy School,11.60000038,49,421
2023,625128,625,Savannah-Chatham County,128,Savannah Classical Academy Charter School,40,146,365
2023,625192,625,Savannah-Chatham County,192,Esther F. Garrison School for the Arts,18,134,744
2023,625194,625,Savannah-Chatham County,194,Georgetown School,33.5,168,502
2023,625197,625,Savannah-Chatham County,197,Garden City Elementary School,49.5,257,519
2023,625199,625,Savannah-Chatham County,199,West Chatham Middle School,37.70000076,359,953
2023,625200,625,Savannah-Chatham County,200,West Chatham Elementary School,32.90000153,243,738
2023,625201,625,Savannah-Chatham County,201,DeRenne Middle School,74.5,395,530
2023,625210,625,Savannah-Chatham County,210,The School of Liberal Studies at Savannah High,60.90000153,427,701
2023,625211,625,Savannah-Chatham County,211,Godley Station School,21.70000076,240,1108
2023,625298,625,Savannah-Chatham County,298,Marshpoint Elementary School,26.89999962,159,590
2023,625299,625,Savannah-Chatham County,299,Southwest Middle School,47,349,743
2023,625300,625,Savannah-Chatham County,300,Southwest Elementary School,41.09999847,284,691
2023,625301,625,Savannah-Chatham County,301,Myers Middle School ,70.09999847,323,461
2023,625311,625,Savannah-Chatham County,311,Coastal Middle School,24.29999924,135,556
2023,625411,625,Savannah-Chatham County,411,Islands High School,11.69999981,101,862
2023,625499,625,Savannah-Chatham County,499,Savannah Arts Academy,6,54,905
2023,625511,625,Savannah-Chatham County,511,Shuman Elementary School,72.09999847,365,506
2023,625512,625,Savannah-Chatham County,512,Rice Creek School,34.20000076,382,1118
2023,625513,625,Savannah-Chatham County,513,Savannah Early College High School,27.20000076,41,151
2023,625514,625,Savannah-Chatham County,514,School of Humanities at Juliette Gordon Low,67.69999695,404,597
2023,625515,625,Savannah-Chatham County,515,Susie King Taylor Community School,52.5,160,305
2023,625516,625,Savannah-Chatham County,516,Savannah Classical Academy Charter High School,16.70000076,12,72
2023,625517,625,Savannah-Chatham County,517,Henderson E Formey Jr Early Learning Center,67,122,182
2023,625518,625,Savannah-Chatham County,518,Savannah-Chatham E-Learning Academy,45.09999847,343,760
2023,625520,625,Savannah-Chatham County,520,New Hampstead K-8 School,31.60000038,258,817
2023,6251052,625,Savannah-Chatham County,1052,Otis J Brock III Elementary School,74.90000153,374,499
2023,6251056,625,Savannah-Chatham County,1056,Gadsden Elementary School,87.09999847,373,428
2023,6251058,625,Savannah-Chatham County,1058,Heard Elementary School,33.29999924,198,595
2023,6251060,625,Savannah-Chatham County,1060,May Howard Elementary School,11.60000038,55,475
2023,6251070,625,Savannah-Chatham County,1070,White Bluff Elementary School,60.79999924,369,607
2023,6252052,625,Savannah-Chatham County,2052,Beach High School,52.70000076,482,914
2023,6252056,625,Savannah-Chatham County,2056,Gould Elementary School,42.40000153,320,755
2023,6252060,625,Savannah-Chatham County,2060,Hubert Middle School,73,336,460
2023,6252062,625,Savannah-Chatham County,2062,Largo-Tibet Elementary School,61.5,337,548
2023,6252068,625,Savannah-Chatham County,2068,Andrea B Williams Elementary School,78.19999695,358,458
2023,6253056,625,Savannah-Chatham County,3056,Groves High School,39.90000153,396,992
2023,6253060,625,Savannah-Chatham County,3060,Isle of Hope School,53.40000153,302,566
2023,6253064,625,Savannah-Chatham County,3064,Pooler Elementary School,39.5,156,395
2023,6254052,625,Savannah-Chatham County,4052,Bloomingdale Elementary School,34.59999847,94,272
2023,6254054,625,Savannah-Chatham County,4054,Ellis Elementary School,22.39999962,89,397
2023,6254056,625,Savannah-Chatham County,4056,Haven Elementary School,85.09999847,313,368
2023,6254058,625,Savannah-Chatham County,4058,Hesse School,35.09999847,341,972
2023,6254070,625,Savannah-Chatham County,4070,Windsor Forest Elementary School,52.59999847,213,405
2023,6255052,625,Savannah-Chatham County,5052,Butler Elementary School,63.79999924,271,425
2023,6255058,625,Savannah-Chatham County,5058,Hodge Elementary School,76.80000305,274,357
2023,6255060,625,Savannah-Chatham County,5060,Jenkins High School,34.59999847,387,1118
2023,6255062,625,Savannah-Chatham County,5062,Mercer Middle School,65.40000153,263,402
2023,6255066,625,Savannah-Chatham County,5066,Jacob G. Smith Elementary School,23.89999962,104,435
2023,6255070,625,Savannah-Chatham County,5070,Windsor Forest High School,39,388,996
2023,626101,626,Chattahoochee County,101,Chattahoochee County Education Center,50.40000153,119,236
2023,626106,626,Chattahoochee County,106,Chattahoochee County Middle School,25.29999924,60,237
2023,626206,626,Chattahoochee County,206,Chattahoochee County High School,17.89999962,85,474
2023,627106,627,Chattooga County,106,Leroy Massey Elementary School,60.29999924,450,746
2023,6271050,627,Chattooga County,1050,Chattooga High School,38.40000153,274,713
2023,6272050,627,Chattooga County,2050,Lyerly Elementary School,47,147,313
2023,6272052,627,Chattooga County,2052,Summerville Middle School,57.90000153,223,385
2023,6273050,627,Chattooga County,3050,Menlo Elementary School,33.79999924,104,308
2023,628101,628,Cherokee County,101,Carmel Elementary School,17.10000038,151,885
2023,628104,628,Cherokee County,104,Woodstock Elementary School,15.39999962,171,1114
2023,628105,628,Cherokee County,105,"William G. Hasty, Sr. Elementary School",36.70000076,356,971
2023,628106,628,Cherokee County,106,Creekview High School,4.099999905,87,2128
2023,628108,628,Cherokee County,108,Avery Elementary School,5.300000191,59,1119
2023,628113,628,Cherokee County,113,Mill Creek Middle School,8.300000191,110,1333
2023,628115,628,Cherokee County,115,River Ridge High School,5.699999809,109,1918
2023,628116,628,Cherokee County,116,Indian Knoll Elementary,11.80000019,102,861
2023,628176,628,Cherokee County,176,Etowah High School,8.800000191,216,2441
2023,628181,628,Cherokee County,181,E. T. Booth Middle School,12,198,1654
2023,628182,628,Cherokee County,182,Johnston Elementary School,12.80000019,58,452
2023,628187,628,Cherokee County,187,Dean Rusk Middle School,7.800000191,115,1473
2023,628189,628,Cherokee County,189,Boston Elementary School,12.10000038,75,622
2023,628190,628,Cherokee County,190,Mountain Road Elementary School,8.399999619,34,404
2023,628191,628,Cherokee County,191,Sequoyah High School,6,124,2083
2023,628193,628,Cherokee County,193,Sixes Elementary School,6.5,46,709
2023,628196,628,Cherokee County,196,Bascomb Elementary School,5.199999809,51,973
2023,628197,628,Cherokee County,197,Woodstock High School,8.800000191,179,2044
2023,628198,628,Cherokee County,198,R. M. Moore Elementary School,26.89999962,255,948
2023,628199,628,Cherokee County,199,Holly Springs Elementary School,15.10000038,108,716
2023,628203,628,Cherokee County,203,Liberty Elementary School,14.60000038,142,972
2023,628205,628,Cherokee County,205,Freedom Middle School,7.900000095,73,922
2023,628213,628,Cherokee County,213,Ball Ground Elementary School,8.5,48,562
2023,628287,628,Cherokee County,287,Teasley Middle School,24.29999924,391,1607
2023,628297,628,Cherokee County,297,Woodstock Middle School,15.19999981,165,1083
2023,628305,628,Cherokee County,305,Creekland Middle School,6.199999809,94,1511
2023,628309,628,Cherokee County,309,Little River Elem.,8,100,1254
2023,628313,628,Cherokee County,313,Clark Creek Elementary School,14.60000038,160,1097
2023,628397,628,Cherokee County,397,Arnold Mill Elementary School,11.10000038,89,801
2023,628505,628,Cherokee County,505,Free Home Elementary School,9.199999809,28,306
2023,628509,628,Cherokee County,509,J. Knox Elementary,14.39999962,125,870
2023,628606,628,Cherokee County,606,iGrad Virtual Academy School,10,24,241
2023,6281052,628,Cherokee County,1052,Clayton Elementary School,11,33,300
2023,6282054,628,Cherokee County,2054,Oak Grove Elementary School,27.60000038,134,486
2023,6283052,628,Cherokee County,3052,Hickory Flat Elementary School,3.799999952,34,904
2023,6285050,628,Cherokee County,5050,Cherokee High School,14.80000019,436,2940
2023,6285052,628,Cherokee County,5052,Macedonia Elementary School,5.599999905,41,734
2023,629102,629,Clarke County,102,Cedar Shoals High School,35.79999924,517,1443
2023,629104,629,Clarke County,104,Classic City High School,45.79999924,11,24
2023,629105,629,Clarke County,105,Alps Road Elementary School,66.80000305,189,283
2023,629112,629,Clarke County,112,Judia Jackson Harris Elementary,43.09999847,153,355
2023,629178,629,Clarke County,178,Timothy Elementary School,24.29999924,115,474
2023,629191,629,Clarke County,191,Cleveland Road Elementary School,33.29999924,81,243
2023,629196,629,Clarke County,196,Coile Middle School,44.70000076,284,635
2023,629205,629,Clarke County,205,Gaines Elementary School,72.90000153,323,443
2023,629291,629,Clarke County,291,Howard B. Stroud Elementary School,65.90000153,205,311
2023,629296,629,Clarke County,296,Burney-Harris-Lyons Middle School,37.59999847,274,728
2023,629391,629,Clarke County,391,Whit Davis Road Elementary School,39.90000153,153,383
2023,6291058,629,Clarke County,1058,Clarke Middle School,37,262,708
2023,6291062,629,Clarke County,1062,Whitehead Road Elementary School,36.79999924,223,606
2023,6292056,629,Clarke County,2056,Barnett Shoals Elementary School,47.5,202,425
2023,6292062,629,Clarke County,2062,Winterville Elementary School,36.59999847,118,322
2023,6293056,629,Clarke County,3056,Barrow Elementary School,40.79999924,157,385
2023,6293058,629,Clarke County,3058,Fowler Drive Elementary School,48,164,342
2023,6294060,629,Clarke County,4060,Oglethorpe Avenue Elementary School,38.90000153,199,512
2023,6295056,629,Clarke County,5056,Chase Street Elementary School,33,142,430
2023,6295058,629,Clarke County,5058,Hilsman Middle School,51.29999924,322,628
2023,6295556,629,Clarke County,5556,Clarke Central High School,29.60000038,544,1837
2023,630104,630,Clay County,104,Clay County Middle School,71,44,62
2023,630204,630,Clay County,204,Clay County Elementary,77.09999847,91,118
2023,631100,631,Clayton County,100,M. D. Roberts Middle School,36.40000153,310,852
2023,631103,631,Clayton County,103,Callaway Elementary School,55.79999924,378,677
2023,631104,631,Clayton County,104,Mundy's Mill High School,38.5,627,1629
2023,631105,631,Clayton County,105,Thurgood Marshall Elementary School,58,441,760
2023,631106,631,Clayton County,106,Jonesboro Middle School,55.29999924,526,951
2023,631107,631,Clayton County,107,Sequoyah Middle School,52.59999847,443,842
2023,631109,631,Clayton County,109,Mount Zion Primary,55.09999847,282,512
2023,631114,631,Clayton County,114,Elite Scholars Academy School,14,95,680
2023,631115,631,Clayton County,115,Charles R. Drew High School,43.79999924,723,1652
2023,631116,631,Clayton County,116,Eddie White Middle School,45.20000076,650,1438
2023,631117,631,Clayton County,117,Morrow Middle School,44.29999924,345,779
2023,631173,631,Clayton County,173,Kilpatrick Elementary School,55.09999847,339,615
2023,631174,631,Clayton County,174,Mundys Mill Middle School,46.90000153,360,768
2023,631175,631,Clayton County,175,Brown Elementary School,53.29999924,359,674
2023,631176,631,Clayton County,176,Mount Zion Elementary School,51.70000076,260,503
2023,631177,631,Clayton County,177,Adamson Middle School,44.5,248,557
2023,631181,631,Clayton County,181,Pointe South Elementary School,61,300,492
2023,631190,631,Clayton County,190,Lovejoy High School,37.90000153,809,2136
2023,631195,631,Clayton County,195,River's Edge Elementary School,35,216,617
2023,631197,631,Clayton County,197,Kendrick Middle School,49.70000076,346,696
2023,631199,631,Clayton County,199,Hawthorne Elementary School,52,401,771
